#From;To;Type;Through;Data;Comment
#;;;;;
# American Straits;;;;;
#;;;;;
1436;1437;sea;2810;0;Molucca usekes
1441;1440;sea;2808;0;Molucca usekes2
1451;1444;sea;2854;0;Molucca usekes4
1446;1444;sea;2809;0;Molucca usekes3
2537;2530;sea;2858;0;Molucca usekes5
1531;2537;sea;2858;0;Molucca usekes6
1446;1451;sea;2854;0;Molucca usekes7
#;;;;;
# Asian Straits;;;;;
1404;1399;sea;2813;0;Sumatra
1083;1086;sea;2779;0;"Tatar Straits		#2832"
1084;1086;sea;2779;0;"Tatar Straits		#2832"
1408;1411;sea;2803;0;Sumatra2
1402;1400;sea;2814;0;Sumatra3
1440;1442;sea;2814;0;Sumatra4
1444;1445;sea;2814;0;Sumatra5
1088;1074;sea;2838;0;Kurily1
1162;1165;sea;2788;0;Bahrain Strait
1168;1145;sea;2787;0;Straits of Hormuz
1309;1322;sea;2794;0;Palk Strait #Ceylon-S India
1310;1322;sea;2794;0;Palk Strait #Ceylon-S India
1384;1402;sea;2814;0;Straits of Johore
1385;1402;sea;2814;0;Straits of Johore
1403;1413;sea;2805;0;Sunda Strait
1412;1851;sea;2782;0;Aden Strait
1412;1875;sea;2782;0;Aden Strait
1418;1421;sea;2811;0;Strait of Madura
1420;1438;sea;2811;0;Bali Strait
1438;1442;sea;2811;0;Lombok Strait
1442;1440;sea;2811;0;Sumbawa Strait
1495;1499;sea;2823;0;Hainan Strait
1457;1461;sea;2849;0;Tacloban Strait
1640;1660;sea;2779;0;Fukuoka Strait
1642;1672;sea;2779;0;Hakodate Strait
1643;1087;sea;2831;0;Sakhalin Strait #removed
1664;1666;sea;2779;0;Matsuyama Strait
1667;1659;sea;2779;0;Setto Strait
#Philippines;;;;;
1455;1458;sea;2848;0;Isla Verde passages #Manila to Mindoro
1458;1459;sea;2848;0;Mindoro Bay #Mindoro to Palawan
1461;2565;sea;2850;0;Cebu Strait #Tacloban to Cebu
1461;1463;sea;2850;0;Surigao Strait #Tacloban to Davao
2565;1460;sea;2850;0;Tanon Strait #Cebu to Iloilo
1462;1464;sea;2851;0;Sulu Sea #Zamboanga to Sulu
1440;1439;sea;2808;0;Bali
;;;;;
#;;;;;
# Oceanian Straits;;;;;
#;;;;;
2512;2516;sea;2876;0;Cook Strait #NZ
2512;2516;sea;2881;0;Cook Strait #NZ
2537;1531;sea;2858;0;Villan Strait #New Britain-New Ireland
2479;2482;sea;2867;0;Villan Strait2
2509;2508;sea;2878;0;Villan Strait3
2537;1531;sea;2882;0;Villan Strait4
2535;1097;sea;2884;0;Villan Strait6.1
2535;1097;sea;2884;0;Villan Strait6
2535;2536;sea;2884;0;Villan Strait7
2534;2539;sea;2884;0;Villan Strait8
2534;2536;sea;2859;0;Villan Strait10
2539;2537;sea;2858;0;Villan Strait11
2530;2537;sea;2858;0;Villan Strait12
1451;1454;sea;2862;0;Villan Strait13
1451;1454;sea;2854;0;Villan Strait13.1
1450;1453;sea;2853;0;Villan Strait14
1450;1449;sea;2853;0;Villan Strait15
1448;1449;sea;2853;0;Villan Strait16
1447;1449;sea;2852;0;Villan Strait17
1447;1434;sea;2852;0;Villan Strait18
1448;1433;sea;2852;0;Villan Strait19
1433;1463;sea;2852;0;Villan Strait20
1448;1463;sea;2853;0;Villan Strait21
1459;1396;sea;2821;0;Villan Strait22
1397;1464;sea;2851;0;Villan Strait23
1446;1451;sea;2854;0;Villan Strait24
2505;1451;sea;2861;0;Villan Strait25
2505;1460;sea;2863;0;Villan Strait26
1439;1430;sea;2810;0;Villan Strait27
1404;1426;sea;2813;0;Villan Strait28
1320;1405;sea;2802;0;Villan Strait29
2576;1426;sea;2814;0;Villan Strait30
2576;1375;sea;2814;0;Villan Strait31
1376;1499;sea;2823;0;Villan Strait32
1484;1485;sea;2825;0;Villan Strait33
2562;1678;sea;2845;0;Villan Strait34
1679;1678;sea;2845;0;Villan Strait35
1679;1662;sea;2845;0;Villan Strait36
1661;1637;sea;2829;0;Villan Strait37
1635;1637;sea;2829;0;Villan Strait38
1481;1569;sea;2828;0;Villan Strait39
1452;1454;sea;2856;0;Villan Strait40
1452;1453;sea;2856;0;Villan Strait41
2529;2488;sea;2860;0;Villan Strait42
1425;1435;sea;2812;0;Villan Strait43
1424;1432;sea;2812;0;Villan Strait44
2518;2519;sea;2856;0;Villan Strait45
2579;610;sea;3218;0;Villan Strait46
2522;610;sea;3244;0;Villan Strait47
2522;610;sea;3223;0;Villan Strait48
2527;2522;sea;3221;0;Villan Strait49
2527;2522;sea;3244;0;Villan Strait50
2527;2541;sea;3191;0;Villan Strait51
2527;2541;sea;3221;0;Villan Strait52
2541;2542;sea;3191;0;Villan Strait53
2541;2542;sea;3177;0;Villan Strait54
2542;2454;sea;3177;0;Villan Strait55
2542;2454;sea;3219;0;Villan Strait55
2542;2543;sea;3177;0;Villan Strait56
2542;2543;sea;3177;0;Villan Strait57
2542;2540;sea;3179;0;Villan Strait58
2542;2540;sea;3177;0;Villan Strait59
2542;2548;sea;3179;0;Villan Strait60
2543;2547;sea;3177;0;Villan Strait61
2544;2546;sea;3177;0;Villan Strait62
2544;2546;sea;3176;0;Villan Strait63
2544;2543;sea;3177;0;Villan Strait64
2545;801;sea;3159;0;Villan Strait65
2545;801;sea;3170;0;Villan Strait66
2553;801;sea;3170;0;Villan Strait67
2553;801;sea;3182;0;Villan Strait68
2553;2552;sea;3182;0;Villan Strait69
2553;2552;sea;3187;0;Villan Strait69


;;;;;
#;;;;;
# Impassables;;;;;
#;;;;;
1326;1589;impassable;0;0;scary mountain
1326;1592;impassable;0;0;scary mountain
1329;1589;impassable;0;0;scary mountain
1329;1590;impassable;0;0;scary mountain
1329;1590;impassable;0;0;scary mountain
1329;1593;impassable;0;0;scary mountain
1258;1593;impassable;0;0;scary mountain
1260;1593;impassable;0;0;scary mountain
1259;1593;impassable;0;0;scary mountain
1238;1592;impassable;0;0;scary mountain
1244;1592;impassable;0;0;scary mountain
1235;1592;impassable;0;0;scary mountain
1226;1592;impassable;0;0;scary mountain
1327;1592;impassable;0;0;scary mountain
1328;1592;impassable;0;0;scary mountain
1225;1594;impassable;0;0;scary mountain
1226;1594;impassable;0;0;scary mountain
;;;;;
#;;;;;
# The canals  ;;;;;
#;;;;;
2711;2721;canal;369;1;Kiel Canal
2781;2769;canal;1755;2;Suez Canal
2968;3001;canal;1723;3;Panama Canal
2772;2773;canal;865;4;Dardanell
2774;2773;canal;861;5;Bosfor
2711;2710;canal;372;6;Copenhagen   #Ïğîõîä ôëîòà ÷åğåç Êîïåíãàãåí
2746;2747;canal;517;7;Gibraltar
2782;2783;canal;1412;8;Aden
2787;2788;canal;1168;9;Dubai
2814;2801;canal;1384;10;Singapore
2724;2723;canal;301;11;English Canal
2737;2736;canal;254;12;Irish Canal
2737;2738;canal;274;13;Irish Canal2
